chebi_id,name,n_reactions,share_of_reactions,smiles
CHEBI:58745," UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate",3,0.000162,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)[O-])[C@@H](O)[C@@H]1NC(C)=O
CHEBI:58753, ADP-alpha-D-ribose 1''-phosphate,3,0.000162,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
CHEBI:58758, S-(hydroxymethyl)glutathione,3,0.000162,[NH3+][C@@H](CCC(=O)N[C@@H](CSCO)C(=O)NCC(=O)[O-])C(=O)[O-]
CHEBI:58774, 3-dehydro-L-gulonate 6-phosphate,3,0.000162,O=C([O-])[C@@H](O)C(=O)[C@H](O)[C@@H](O)COP(=O)([O-])[O-]
CHEBI:58800, 4-(gamma-L-glutamylamino)butanoate,3,0.000162,[NH3+][C@@H](CCC(=O)NCCCC(=O)[O-])C(=O)[O-]
CHEBI:58804," 12alpha-hydroxy-3-oxochola-4,6-dien-24-oate",3,0.000162,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
CHEBI:58805," 3',3'-c-di-GMP",3,0.000162,Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)([O-])O[C@H]4[C@@H](O)[C@H](n5cnc6c(=O)[nH]c(N)nc65)O[C@@H]4COP(=O)([O-])O[C@H]3[C@H]2O)c(=O)[nH]1
CHEBI:58816, 2-(2-methylsulfanyl)ethylmalate,3,0.000162,CSCCC(O)(CC(=O)[O-])C(=O)[O-]
CHEBI:58817, 2-(3-methylsulfanyl)propylmalate,3,0.000162,CSCCCC(O)(CC(=O)[O-])C(=O)[O-]
CHEBI:58838," CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol",3,0.000162,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COC[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
CHEBI:58853," (2S,3S)-2-methylcitrate",3,0.000162,C[C@H](C(=O)[O-])[C@@](O)(CC(=O)[O-])C(=O)[O-]
CHEBI:58854," 7,8-dihydroneopterin 2',3'-cyclic phosphate",3,0.000162,Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@H]1COP(=O)([O-])O1)CN2
CHEBI:58859," 2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonate",3,0.000162,CC(=O)[C@@H](O)[C@H](O)C[C@H]([NH3+])C(=O)[O-]
CHEBI:58861," 1-deoxy-D-threo-hexo-2,5-diulose 6-phosphate",3,0.000162,CC(=O)[C@@H](O)[C@H](O)C(=O)COP(=O)([O-])[O-]
CHEBI:58863, futalosine,3,0.000162,O=C([O-])c1cccc(C(=O)CC[C@H]2O[C@@H](n3cnc4c(=O)[nH]cnc43)[C@H](O)[C@@H]2O)c1
CHEBI:58864, dehypoxanthine futalosine,3,0.000162,O=C([O-])c1cccc(C(=O)CC[C@H]2OC(O)[C@H](O)[C@@H]2O)c1
CHEBI:58866," (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate",3,0.000162,O=P([O-])([O-])OC[C@@H](O)[C@@H](O)c1c[nH]c2ccccc12
CHEBI:58875, hyodeoxycholate,3,0.000162,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEBI:58884, (2R)-homocitrate,3,0.000162,O=C([O-])CC[C@@](O)(CC(=O)[O-])C(=O)[O-]
CHEBI:58886, 1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside,3,0.000162,[NH3+][C@H]1[C@@H](O[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
CHEBI:58890," 2,5-diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate",3,0.000162,Nc1nc(NC[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c(N)c(=O)[nH]1
CHEBI:58894, cob(II)yrinate,3,0.000162,C/C1=C2/N([Co+])[C@H]([C@H](CC(=O)[O-])[C@@]2(C)CCC(=O)[O-])[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(=O)[O-])C4(C)C)[C@@H](CCC(=O)[O-])[C@]3(C)CC(=O)[O-])[C@@H](CCC(=O)[O-])[C@]2(C)CC(=O)[O-]
CHEBI:58922, angiotensin-(1-7),3,0.000162,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H]([NH3+])CC(=O)[O-])C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)[O-]
CHEBI:58925, kaempferide,3,0.000162,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2[O-])cc1
CHEBI:58938, thiamine triphosphate,3,0.000162,Cc1ncc(C[n+]2csc(CCOP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])c2C)c(N)n1
CHEBI:59193, 2-iminio-3-(indol-3-yl)propanoate,3,0.000162,[NH2+]=C(Cc1c[nH]c2ccccc12)C(=O)[O-]
CHEBI:59194, 3-(7-chloroindol-3-yl)-2-iminopropanoate,3,0.000162,[NH2+]=C(Cc1c[nH]c2c(Cl)cccc12)C(=O)[O-]
CHEBI:59198, dichlorochromopyrrolate,3,0.000162,O=C([O-])c1[nH]c(C(=O)[O-])c(-c2c[nH]c3c(Cl)cccc23)c1-c1c[nH]c2c(Cl)cccc12
CHEBI:59411," (22S,24R)-22-hydroxy-5alpha-ergostan-3-one",3,0.000162,CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEBI:59457, 1-(5-phospho-beta-D-ribosyl)-5'-AMP,3,0.000162,N=c1c2ncn([C@@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2ncn1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
CHEBI:59458, N-[(R)-4-phosphopantothenoyl]-L-cysteine,3,0.000162,CC(C)(COP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)[O-]
CHEBI:59648, cyclic pyranopterin phosphate,3,0.000162,Nc1nc2c(c(=O)[nH]1)NC1C(=O)C3OP(=O)([O-])OCC3OC1N2
CHEBI:59807," (24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-oyl-CoA",3,0.000162,C[C@H](CC[C@@H](O)[C@@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
CHEBI:59881, keto-D-fructuronate,3,0.000162,O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO
CHEBI:59894, (Z)-3-aminoacrylate,3,0.000162,N/C=C\C(=O)[O-]
CHEBI:59898, 3-iodo-L-tyrosine,3,0.000162,[NH3+][C@@H](Cc1ccc(O)c(I)c1)C(=O)[O-]
CHEBI:59899, 3-nitropropanoate,3,0.000162,O=C([O-])CC[N+](=O)[O-]
CHEBI:59906, (2S)-2-phospholactate,3,0.000162,C[C@H](OP(=O)([O-])[O-])C(=O)[O-]
CHEBI:59907, oxidized coenzyme F420-0,3,0.000162,C[C@H](OP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)[n-]c(=O)c-2cc2ccc(O)cc21)C(=O)[O-]
CHEBI:59924," 5,6,7,8-tetrahydrosarcinapterin",3,0.000162,C[C@@H]1Nc2nc(N)[nH]c(=O)c2N[C@H]1[C@@H](C)Nc1ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(=O)([O-])O[C@@H](CCC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])[C@@H](O)[C@H]2O)cc1
CHEBI:59950, neopinone,3,0.000162,COc1ccc2c3c1O[C@H]1C(=O)CC=C4[C@@H](C2)[NH+](C)CC[C@]431
CHEBI:59967, ADP-D-glycero-beta-D-manno-heptose,3,0.000162,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]2O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
CHEBI:59990," N,N-dimethyl-4-nitrosoaniline",3,0.000162,CN(C)c1ccc(N=O)cc1
CHEBI:59991," 4-(hydroxylamino)-N,N-dimethylaniline",3,0.000162,CN(C)c1ccc(NO)cc1
CHEBI:60006, laricitrin,3,0.000162,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2[O-])cc(O)c1O
CHEBI:60016," 3',5'-di-O-methyltricetin",3,0.000162,COc1cc(-c2cc(=O)c3c(O)cc([O-])cc3o2)cc(OC)c1O
CHEBI:60061, Co-precorrin-4,3,0.000162,CC1OC(=O)C[C@@]2(C)[C@H](CCC(=O)[O-])C3=CC4=[N+]5C(=Cc6c(CC(=O)[O-])c(CCC(=O)[O-])c7n6[Co-2]56N3C12C1=C(CC(=O)[O-])[C@@](C)(CCC(=O)[O-])C(=[N+]16)C7)[C@@H](CCC(=O)[O-])[C@]4(C)CC(=O)[O-]
CHEBI:60073, an N-acylneuraminate,3,0.000162,*C(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(O)(C(=O)[O-])C[C@@H]1O
CHEBI:60083, galactitol 1-phosphate,3,0.000162,O=P([O-])([O-])OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
CHEBI:60091," 2-O-sulfo-alpha,alpha-trehalose",3,0.000162,O=S(=O)([O-])O[C@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
CHEBI:60110," a 1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycero-3'-phosphate)",3,0.000162,*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])[O-])OC(*)=O
CHEBI:60364, alpha-Kdo-(2->6)-lipid IVA (E. coli),3,0.000162,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@@H](OP(=O)([O-])[O-])[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC
CHEBI:60487, adenosylcob(III)inamide-GDP,3,0.000162,CC1=C2N3[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]2O)[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(N)=O)C7(C)C)[Co-2]364C[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@H](CCC(N)=O)[C@]5(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
CHEBI:60530, Fe(II)-heme o,3,0.000162,C=CC1=C(C)C2=[N+]3C1=Cc1c(C)c(CCC(=O)[O-])c4n1[Fe-2]31n3c(c(C)c([C@@H](O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c3=C2)=CC2=[N+]1C(=C4)C(CCC(=O)[O-])=C2C
CHEBI:60625,,3,0.000162,*N[C@@H](CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)C(*)=O
CHEBI:60627,,3,0.000162,*N[C@@H](CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)C(*)=O
CHEBI:60656," 5-methoxy-2-methyl-3-(all-trans-octaprenyl)benzene-1,4-diol",3,0.000162,COc1cc(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1O
CHEBI:606565, N-benzoylglycine,3,0.000162,O=C([O-])CNC(=O)c1ccccc1
CHEBI:60657," 1,2-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine",3,0.000162,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC
CHEBI:60721, all-trans-decaprenyl diphosphate,3,0.000162,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
CHEBI:60879," 2',3'-cyclophospho-AMP",3,0.000162,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2OP(=O)([O-])O[C@H]21
CHEBI:60904, 4-hydroxy-L-threonine,3,0.000162,[NH3+][C@H](C(=O)[O-])[C@H](O)CO
CHEBI:61036, 7-carboxy-7-carbaguanine,3,0.000162,Nc1nc2[nH]cc(C(=O)[O-])c2c(=O)[nH]1
CHEBI:61042, 1-hexadecanoyl-2-(9-oxononanoyl)-sn-glycero-3-phosphocholine,3,0.000162,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=O
CHEBI:61231, L-seryl-5'-AMP,3,0.000162,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OC(=O)[C@@H](N)CO)[C@@H](O)[C@H]1O
CHEBI:61268, 5-nitrosalicylate,3,0.000162,O=C([O-])c1cc([N+](=O)[O-])ccc1O
CHEBI:61289, (2S)-3-sulfolactate,3,0.000162,O=C([O-])[C@H](O)CS(=O)(=O)[O-]
CHEBI:61344, (S)-beta-macrocarpene,3,0.000162,CC1=CC[C@@H](C2=CCCC(C)(C)C2)CC1
CHEBI:61378, 2'-(5''-triphospho-alpha-D-ribosyl)-3'-dephospho-CoA,3,0.000162,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O[C@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS
CHEBI:61382, dITP,3,0.000162,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O1
CHEBI:61386," UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",3,0.000162,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-]
CHEBI:61393, N(6)-(D-fructosyl)-L-lysine,3,0.000162,[NH3+][C@@H](CCCC[NH2+]CC(=O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-]
CHEBI:61463, UDP-beta-L-arabinofuranose,3,0.000162,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H](CO)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
CHEBI:61472," 2-methoxy-6-(all-trans-hexaprenyl)benzene-1,4-diol",3,0.000162,COc1cc(O)cc(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1O
CHEBI:61507, L-alpha-D-Hep-(1->3)-L-alpha-D-Hep-(1->5)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->6)-lipid A (E. coli),3,0.000162,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@@H](NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O[C@H]3O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O[C@H]4O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)[C@H]1OP(=O)([O-])[O-]
CHEBI:61508, 4-(gamma-L-glutamylamino)butanal,3,0.000162,[NH3+][C@@H](CCC(=O)NCCCC=O)C(=O)[O-]
CHEBI:61513, 4-(trimethylamino)butanoyl-CoA,3,0.000162,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC[N+](C)(C)C
CHEBI:61700, (+)-valencene,3,0.000162,C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1
CHEBI:61705, 3-demethylubiquinol-8,3,0.000162,COc1c(O)c(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1O
CHEBI:62209, CoA-disulfide,3,0.000162,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:62219, 2-heptyl-4(1H)-quinolone,3,0.000162,CCCCCCCc1cc(=O)c2ccccc2[nH]1
CHEBI:62233," beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-D-isoglutaminyl-L-Lys-D-Ala-D-Ala)-di-trans,octa-cis-undecaprenyl diphosphate",3,0.000162,CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O
CHEBI:62248, phenazine-1-carboxylate,3,0.000162,O=C([O-])c1cccc2nc3ccccc3nc12
CHEBI:62286, dIDP,3,0.000162,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O1
CHEBI:62372," UDP-2-acetamido-2,6-dideoxy-beta-L-talose",3,0.000162,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@@H](C)[C@@H](O)[C@H]1O
CHEBI:62416, dammarenediol-II,3,0.000162,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C
CHEBI:62418, 3-oxohexanoyl-CoA,3,0.000162,CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:62449," all-trans-4,4'-diapolycopene",3,0.000162,CC(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)C
CHEBI:62456, cucurbitadienol,3,0.000162,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@]12C
CHEBI:62466," 7,7',9,9'-tetra-cis-lycopene",3,0.000162,CC(C)=CCC/C(C)=C/C=C\C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)\C=C/C=C(\C)CCC=C(C)C
CHEBI:62500, 2-methylpropenoyl-CoA,3,0.000162,C=C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:62517, tricarballylate,3,0.000162,O=C([O-])CC(CC(=O)[O-])C(=O)[O-]
CHEBI:62614, (3S)-hydroxytetradecanoyl-CoA,3,0.000162,CCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:62729,,3,0.000162,[H]C/C(C)=C/Cc1cccc(O)c1O
CHEBI:62766, beta-D-glucosyl crocetin,3,0.000162,CC(/C=C/C=C(\C)C(=O)[O-])=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CHEBI:62771, beta-D-gentiobiosyl beta-D-glucosyl crocetin,3,0.000162,CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
CHEBI:62899," 2-[(2R,5Z)-2-carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate",3,0.000162,CC1=N[C@@H](C(=O)[O-])S/C1=C\COP(=O)([O-])[O-]
CHEBI:63164, prosolanapyrone III,3,0.000162,C/C=C/C=C/CCCC/C=C/c1cc(OC)c(C=O)c(=O)o1
CHEBI:63166, leukotriene D4,3,0.000162,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H]([NH3+])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-]
CHEBI:63252, 2-oxepin-2(3H)-ylideneacetyl-CoA,3,0.000162,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C1/CC=CC=CO1
CHEBI:63255," 3-oxo-5,6-didehydrosuberyl-CoA",3,0.000162,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CC=CCC(=O)[O-]
CHEBI:63260, dTDP-alpha-D-desosamine,3,0.000162,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)C[C@H]([NH+](C)C)[C@H]3O)O2)c(=O)[nH]c1=O
CHEBI:63305," dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose",3,0.000162,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)[C@H](O)[C@H]([NH3+])[C@H]3O)O2)c(=O)[nH]c1=O
CHEBI:63325," (2R,3S)-2,4',7-trihydroxyisoflavanone",3,0.000162,O=C1c2ccc(O)cc2O[C@@H](O)[C@@H]1c1ccc(O)cc1
CHEBI:63389," UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine",3,0.000162,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@@H](C)[C@H]([NH3+])[C@@H]1O
CHEBI:63552," 1-phenyl-1,2-propanedione",3,0.000162,CC(=O)C(=O)c1ccccc1
CHEBI:63558, DIBOA,3,0.000162,O=C1C(O)Oc2ccccc2N1O
CHEBI:63576, alpha-maltose 1-phosphate,3,0.000162,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
