chebi_id,name,n_reactions,share_of_reactions,smiles
CHEBI:75231," 12-oxo-(5Z,8Z,10E,14Z)-eicosatetraenoate",2,0.000108,CCCCC/C=C\CC(=O)/C=C/C=C\C/C=C\CCCC(=O)[O-]
CHEBI:75242, 1-acyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine,2,0.000108,*C(=O)OC[C@H](COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-])OC(=O)CCCCCCC/C=C\CCCCCCCC
CHEBI:75291, epsilon-rhodomycinone,2,0.000108,CC[C@@]1(O)C[C@H](O)c2c(O)c3c(c(O)c2[C@H]1C(=O)OC)C(=O)c1cccc(O)c1C3=O
CHEBI:75308, 19-oxotestosterone,2,0.000108,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C=O)[C@@H]1CC[C@@H]2O
CHEBI:75326," 8-oxo-(5Z,9E,11Z,14Z)-eicosatetraenoate",2,0.000108,CCCCC/C=C\C/C=C\C=C\C(=O)C/C=C\CCCC(=O)[O-]
CHEBI:75402," 2-methyl-6-(all-trans-nonaprenyl)benzene-1,4-diol",2,0.000108,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(O)cc(C)c1O
CHEBI:75412," 6-geranylgeranyl-2,3-dimethylbenzene-1,4-diol",2,0.000108,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(O)c(C)c(C)c1O
CHEBI:75447, 1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycerol,2,0.000108,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC
CHEBI:75455, 2-hexadecanoylglycerol,2,0.000108,CCCCCCCCCCCCCCCC(=O)OC(CO)CO
CHEBI:75457," 2-(9Z,12Z-octadecadienoyl)-glycerol",2,0.000108,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(CO)CO
CHEBI:75460," (R,S)-butane-2,3-diol",2,0.000108,C[C@H](O)[C@@H](C)O
CHEBI:75546, 2-(9Z-octadecenoyl)-3-hexadecanoyl-sn-glycerol,2,0.000108,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COC(=O)CCCCCCCCCCCCCCC
CHEBI:75550, 1-octadecanoyl-sn-glycerol,2,0.000108,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)CO
CHEBI:75561," 1-(9Z,12Z-octadecadienoyl)-sn-glycerol",2,0.000108,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)CO
CHEBI:75579, 1-dodecanoyl-2-(9Z-octadecenoyl)-glycerol,2,0.000108,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCC
CHEBI:75582, 1-tetradecanoyl-2-(9Z-octadecenoyl)-glycerol,2,0.000108,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCC
CHEBI:75586," hexadecane-1,2-diol",2,0.000108,CCCCCCCCCCCCCCC(O)CO
CHEBI:75590, 1-octadecanoyl-2-(9Z-octadecenoyl)-glycerol,2,0.000108,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC
CHEBI:75611," 1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-(9Z-octadecenoyl)-glycerol",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC(CO)OC(=O)CCCCCCC/C=C\CCCCCCCC
CHEBI:75614," 1-(9Z,12Z-octadecadienoyl)-2-(9Z-octadecenoyl)-glycerol",2,0.000108,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC/C=C\CCCCCCCC
CHEBI:75634," (2R,3S)-beta-methylmalyl-CoA",2,0.000108,C[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)[O-]
CHEBI:75636, 3-methylfumaryl-CoA,2,0.000108,C/C(=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])C(=O)[O-]
CHEBI:75637, (3R)-citramalyl-CoA,2,0.000108,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)C(=O)[O-]
CHEBI:7570, nigerose,2,0.000108,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](CO)OC(O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
CHEBI:75705, 2-amino-2-deoxy-D-gluconate 6-phosphate,2,0.000108,[NH3+][C@@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
CHEBI:75730, carminomycin,2,0.000108,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O
CHEBI:75792," a 1,2-diacyl-sn-glycero-3-phospho-1'-(3'-O-L-lysyl)-sn-glycerol",2,0.000108,*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)COC(=O)[C@@H]([NH3+])CCCC[NH3+])OC(*)=O
CHEBI:75845," 1,2,3-tri-(9Z,12Z,15Z)-octadecatrienoylglycerol",2,0.000108,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
CHEBI:75846," 1,3-di-(9Z)-octadecenoyl-2-hexadecanoylglycerol",2,0.000108,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC
CHEBI:75849," 1,3-di-(9Z)-hexadecenoylglycerol",2,0.000108,CCCCCC/C=C\CCCCCCCC(=O)OCC(O)COC(=O)CCCCCCC/C=C\CCCCCC
CHEBI:75850," 1,3-di-(9Z,12Z)-octadecadienoylglycerol",2,0.000108,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(O)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC
CHEBI:75853," 2,3-di-(9Z)-hexadecenoyl-sn-glycerol",2,0.000108,CCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](CO)OC(=O)CCCCCCC/C=C\CCCCCC
CHEBI:75854," 2,3-di-(9Z,12Z)-octadecadienoyl-sn-glycerol",2,0.000108,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC
CHEBI:75895, N(alpha)-methyl-L-histidine,2,0.000108,C[NH2+][C@@H](Cc1c[nH]cn1)C(=O)[O-]
CHEBI:75921," 2,3-dimethyl-6-phytylbenzene-1,4-diol",2,0.000108,C/C(=C\Cc1cc(O)c(C)c(C)c1O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
CHEBI:75927, (R)-2-hydroxyhexadecanoate,2,0.000108,CCCCCCCCCCCCCC[C@@H](O)C(=O)[O-]
CHEBI:75929, D-cycloserine,2,0.000108,[NH3+][C@@H]1CONC1=O
CHEBI:75956, an N-acyl-1-beta-D-(3-O-sulfo)-galactosyl-sphing-4-enine,2,0.000108,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OS(=O)(=O)[O-])[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC
CHEBI:75963, chloroorienticin B,2,0.000108,C[NH2+][C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)([NH3+])[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Oc2ccc(cc2Cl)[C@H]1O
CHEBI:75970, 2'-phospho-cyclic ADP-ribose,2,0.000108,Nc1c2ncn3c2nc[n+]1[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H]3[C@H](OP(=O)([O-])[O-])[C@@H]2O)[C@@H](O)[C@H]1O
CHEBI:76055, 1-O-hexadecyl-2-acetyl-3-(9Z)-octadecenoyl-sn-glycerol,2,0.000108,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCC)OC(C)=O
CHEBI:76061, 1-O-hexadecylglycerol,2,0.000108,CCCCCCCCCCCCCCCCOCC(O)CO
CHEBI:76062, 1-O-hexadecyl-3-(9Z)-octadecenoylglycerol,2,0.000108,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)COCCCCCCCCCCCCCCCC
CHEBI:76090," 2-(9Z,12Z)-octadecadienoyl-sn-glycero-3-phosphoethanolamine",2,0.000108,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[NH3+]
CHEBI:76151," (8Z,11Z,14Z)-heptadecatrienal",2,0.000108,CC/C=C\C/C=C\C/C=C\CCCCCCC=O
CHEBI:76176, a 2-hydroxy fatty acid,2,0.000108,*C(O)C(=O)[O-]
CHEBI:76177, a (R)-2-hydroxy fatty acid,2,0.000108,*[C@@H](O)C(=O)[O-]
CHEBI:76245, 4-hydroxy-5-methyl-2-methylenefuran-3(2H)-one,2,0.000108,C=C1OC(C)=C(O)C1=O
CHEBI:76247," 4-hydroxy-2,5-dimethyl-furan-3(2H)-one",2,0.000108,CC1=C(O)C(=O)C(C)O1
CHEBI:76264," a 1,2-diacyl-3-O-(beta-D-Glc-(1->6)-beta-D-Glc)-sn-glycerol",2,0.000108,*C(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O
CHEBI:76273, dodecanedioate,2,0.000108,O=C([O-])CCCCCCCCCCC(=O)[O-]
CHEBI:76280," dTDP-3-dehydro-4,6-dideoxy-alpha-D-glucose",2,0.000108,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)CC(=O)[C@H]3O)O2)c(=O)[nH]c1=O
CHEBI:76282, octanedioate,2,0.000108,O=C([O-])CCCCCCC(=O)[O-]
CHEBI:76283, decanedioate,2,0.000108,O=C([O-])CCCCCCCCC(=O)[O-]
CHEBI:76299, docosanedioate,2,0.000108,O=C([O-])CCCCCCCCCCCCCCCCCCCCC(=O)[O-]
CHEBI:763," 16alpha,17alpha-dihydroxyprogesterone",2,0.000108,CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
CHEBI:76312, hexacosanedioate,2,0.000108,O=C([O-])CCCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-]
CHEBI:76330, (2E)-octenedioyl-CoA,2,0.000108,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCC(=O)[O-]
CHEBI:76333, (3S)-hydroxyoctanedioyl-CoA,2,0.000108,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)CCCCC(=O)[O-]
CHEBI:76335, 3-oxooctanedioyl-CoA,2,0.000108,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCC(=O)[O-]
CHEBI:76342, (3S)-hydroxydodecanedioyl-CoA,2,0.000108,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)CCCCCCCCC(=O)[O-]
CHEBI:76346, 3-oxododecanedioyl-CoA,2,0.000108,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCCCC(=O)[O-]
CHEBI:76348, (3S)-hydroxydecanedioyl-CoA,2,0.000108,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)CCCCCCC(=O)[O-]
CHEBI:76349, 3-oxodecanedioyl-CoA,2,0.000108,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCCCCC(=O)[O-]
CHEBI:76356," (S)-3-hydroxy-(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA",2,0.000108,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76366," (S)-3-hydroxy-(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76408," (3R)-hydroxy-(11Z,14Z)-eicosadienoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\CCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76409," (2E,11Z,14Z)-eicosatrienoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76417," (3R)-hydroxy-(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76418," (2E,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76419," 3-oxo-(11Z,14Z,17Z,20Z)-hexacosatetraenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76420," (3R)-hydroxy-(11Z,14Z,17Z,20Z)-hexacosatetraenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76421," (2E,11Z,14Z,17Z,20Z)-hexacosapentaenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76422," (3R)-hydroxy-(13Z,16Z,19Z,22Z)-octacosatetraenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76428," (2E,13Z,16Z,19Z,22Z)-octacosapentaenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76430," (3R)-hydroxy-(15Z,18Z,21Z,24Z)-triacontatetraenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76431," (2E,15Z,18Z,21Z,24Z)-triacontapentaenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76432," (3R)-hydroxy-(17Z,20Z,23Z,26Z)-dotriacontatetraenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76434," (2E,17Z,20Z,23Z,26Z)-dotriacontapentaenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76435," (3R)-hydroxy-(19Z,22Z,25Z,28Z)-tetratriacontatetraenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76436," (2E,19Z,22Z,25Z,28Z)-tetratriacontapentaenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76437," (3R)-hydroxy-(21Z,24Z,27Z,30Z)-hexatriacontatetraenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76438," (2E,21Z,24Z,27Z,30Z)-hexatriacontapentaenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76440," (3R)-hydroxy-(23Z,26Z,29Z,32Z)-octatriacontatetraenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76441," (2E,23Z,26Z,29Z,32Z)-octatriacontapentaenoyl-CoA",2,0.000108,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76455," (3R)-hydroxy-(11Z,14Z,17Z)-eicosatrienoyl-CoA",2,0.000108,CC/C=C\C/C=C\C/C=C\CCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76456," (2E,11Z,14Z,17Z)-eicosatetraenoyl-CoA",2,0.000108,CC/C=C\C/C=C\C/C=C\CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76462," (3R)-hydroxy-(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA",2,0.000108,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76464," (2E,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA",2,0.000108,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76466," (3R)-hydroxy-(11Z,14Z,17Z,20Z,23Z)-hexacosapentaenoyl-CoA",2,0.000108,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76467," (2E,11Z,14Z,17Z,20Z,23Z)-hexacosahexaenoyl-CoA",2,0.000108,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76468," (3R)-hydroxy-(13Z,16Z,19Z,22Z,25Z)-octacosapentaenoyl-CoA",2,0.000108,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76469," (2E,13Z,16Z,19Z,22Z,25Z)-octacosahexaenoyl-CoA",2,0.000108,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76470," (3R)-hydroxy-(15Z,18Z,21Z,24Z,27Z)-triacontapentaenoyl-CoA",2,0.000108,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:76471," (2E,15Z,18Z,21Z,24Z,27Z)-triacontahexaenoyl-CoA",2,0.000108,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
